lead_id,business_name,contact_name,phone,email,website,website_quality,city,state,source_url,has_email,has_phone,has_website,priority,scraped_at,demo_url,email_sent_at,email_status,batch_day,funnel_stage,responded,notes,pipeline_stage
ca085,B Metal Fabrication,,(650) 273-0346,,https://www.bmetalfabrication.com/,unknown,San Jose CA,CA,https://www.bmetalfabrication.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca086,All Fab Precision Sheetmetal Inc,,(408) 610-4083,,https://www.allfabprecision.com/,unknown,San Jose CA,CA,https://www.allfabprecision.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca087,S & S Welding,,(408) 293-4135,,http://ssweld.com/,unknown,San Jose CA,CA,http://ssweld.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca088,Brian's Welding,,(408) 275-9834,,http://brianswelding.com/,unknown,San Jose CA,CA,http://brianswelding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca089,Welder's Heaven,,(408) 288-6706,,http://www.weldersheavensj.com/,unknown,San Jose CA,CA,http://www.weldersheavensj.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca090,Lam Welding,,(408) 295-3997,,,unknown,San Jose CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca091,M & E Welding,,(408) 287-2114,,,unknown,San Jose CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca092,Precision Weld Tech,,(408) 437-9031,,http://www.precisionweldtech.com/,unknown,San Jose CA,CA,http://www.precisionweldtech.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
aw02,Anytime Welding,,(408) 279-3292,info@anytimewelding.com,https://www.anytimewelding.com/,good,San Jose,CA,https://www.anytimewelding.com/,True,True,True,3,2026-05-27,https://anytime-welding-inc.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,screenshotted
ca093,Chavez Welding Machining,,(408) 247-4658,,,unknown,San Jose CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca094,Arturo Welding Service,,(408) 876-9649,,,unknown,San Jose CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca095,TD Welding Machine,,(408) 515-7117,,,unknown,San Jose CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca096,Ryland Custom Welding,,(408) 781-2509,,,unknown,San Jose CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca097,A G's Welding & Service,,(408) 416-6899,,,unknown,San Jose CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca098,J&J Welding S.R.,,(669) 296-4618,,https://welderca.com/,unknown,San Jose CA,CA,https://welderca.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca099,Jb's Portable Welding,,(408) 225-1714,,,unknown,San Jose CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca100,Welding Linda,,(408) 972-2345,,,unknown,San Jose CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca101,J & S Welding Co,,(408) 436-8800,,,unknown,San Jose CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca102,Ffr Fabrication & Repair,,(408) 295-5674,,http://www.ffrfabrication.com/,unknown,San Jose CA,CA,http://www.ffrfabrication.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca103,Almaden Welding & Ornamental Wrought Iron,,(408) 294-4243,,http://www.weldingsanjose.com/,unknown,San Jose CA,CA,http://www.weldingsanjose.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca104,Robeck's Welding & Fab Inc,,(408) 287-0202,,http://robeckswelding.com/,unknown,San Jose CA,CA,http://robeckswelding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca105,Silicon Valley Ironworks,,(408) 227-4766,,http://www.siliconvalleyiron.com/,unknown,San Jose CA,CA,http://www.siliconvalleyiron.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca106,Bayfab Metals Inc,,(341) 208-1594,,https://bayfabmetals.com/,unknown,Oakland CA,CA,https://bayfabmetals.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca107,Weld-It,,(341) 218-1528,,http://www.welditco.com/,unknown,Oakland CA,CA,http://www.welditco.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca108,Sanchez Iron Works,,(510) 632-7329,,,unknown,Oakland CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca109,Arcsurfer,,(408) 841-0193,,,unknown,Oakland CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca110,Brothers Welding,,(510) 479-7061,,http://brotherweldinginc.com/,unknown,Oakland CA,CA,http://brotherweldinginc.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca111,Royal Welding Services Inc,,(510) 686-1440,,,unknown,Oakland CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca112,Diaz Welding,,(510) 316-8434,,https://www.diazweldingco.com/,unknown,Oakland CA,CA,https://www.diazweldingco.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca113,SS Steel,,(510) 772-0771,,,unknown,Oakland CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca114,Garden Of Iron,,(510) 508-5250,,,unknown,Oakland CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca115,Goma Iron Work,,(510) 636-1988,,,unknown,Oakland CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca116,Carlos Welding Inc,,(510) 463-7371,,http://carlosweldinginc.com/,unknown,Oakland CA,CA,http://carlosweldinginc.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca117,Williams Welding Co.,,(510) 521-5514,,http://www.williamswelding.net/,unknown,Alameda CA,CA,http://www.williamswelding.net/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca118,International Ornamental Iron Works,,(415) 822-3518,,http://www.internationalornamentaliron.com/,unknown,San Francisco CA,CA,http://www.internationalornamentaliron.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca119,Olympic Iron Works,,(415) 358-8601,,http://www.olympicironworkssf.com/,unknown,San Francisco CA,CA,http://www.olympicironworkssf.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca120,Valencia's Iron Works,,(510) 600-8230,,,unknown,San Leandro CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca121,Edwards Welding,,(510) 352-4389,,,unknown,San Leandro CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca122,G K Welding,,(510) 233-0133,,http://www.gkwelding.com/,unknown,Richmond CA,CA,http://www.gkwelding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca123,Applied Fusion Inc,,(510) 351-4511,,https://appliedfusionllc.com/,unknown,San Leandro CA,CA,https://appliedfusionllc.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca124,Tom's Welding & Fabrication,,(415) 822-7971,,,unknown,San Francisco CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca125,Paz Welding,,(415) 738-9419,,,unknown,San Francisco CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca126,West Cork Welding Inc,,(415) 671-0994,,http://westcorkwelding.com/,unknown,San Francisco CA,CA,http://westcorkwelding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca127,Catz Welding,,(415) 860-7400,,,unknown,San Francisco CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca128,B & G Machine and Welding,,(661) 241-8407,,,unknown,Bakersfield CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca129,Rockys Welding Service,,(661) 808-1831,,,unknown,Bakersfield CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca130,Welding Services,,(661) 427-8642,,,unknown,Bakersfield CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
jw01,Javier's Custom Welding,,(661) 243-6139,javierswelding@outlook.com,https://javierscustomwelding.com/,good,Bakersfield,CA,https://javierscustomwelding.com/,true,true,true,3,2026-05-26,https://javiers-custom-welding.netlify.app,2026-05-27T10:39:30.702113,sent,scraped,initial,,,emailed
rw01,Raw Welding,,(661) 391-8789,,https://rawwelding.com/,basic,Bakersfield,CA,https://rawwelding.com/contact-us,false,true,true,1,2026-05-26,https://raw-welding-inc.netlify.app,,,scraped,,PHONE-ONLY, 24/7,screenshotted
ca131,Bakersfield Welding Service,,(661) 238-0493,,,unknown,Bakersfield CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca132,Gils Welding,,(661) 324-2623,,,unknown,Bakersfield CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca133,Eric's Welding Svc,,(661) 201-7579,,,unknown,Bakersfield CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca134,Ross Fabrication And Welding Inc,,(661) 393-1242,,,unknown,Bakersfield CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca135,Mariott Welding & General Engineering,,(661) 564-2266,,https://www.mariottwelding.com/,unknown,Bakersfield CA,CA,https://www.mariottwelding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca136,Scarbroughs Portable Welding,,(661) 978-6833,,,unknown,Bakersfield CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca137,DMW Industries Inc,,(661) 829-1520,,http://dmwindustriesinc.com/,unknown,Bakersfield CA,CA,http://dmwindustriesinc.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca138,J & D Engineering,,(661) 589-2148,,,unknown,Bakersfield CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca139,Moreno's Welding,,(661) 864-7987,,,unknown,Bakersfield CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca140,Precision Welding Solutions Inc,,(661) 852-8464,,http://www.precisionweldingsolutions.com/,unknown,Bakersfield CA,CA,http://www.precisionweldingsolutions.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca141,Quinonez Welding,,(661) 567-6604,,,unknown,Bakersfield CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca142,Alpha Welding,,(661) 805-7378,,,unknown,Bakersfield CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca143,Advanced Welding SVC,,(661) 621-2777,,,unknown,Bakersfield CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca144,Shiflet Custom Welding,,(661) 439-0735,,,unknown,Bakersfield CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
