lead_id,business_name,contact_name,phone,email,website,website_quality,city,state,source_url,has_email,has_phone,has_website,priority,scraped_at,demo_url,email_sent_at,email_status,batch_day,funnel_stage,responded,notes,pipeline_stage
jg01,JG Mobile Welding,,(619) 386-0026,Melanie@jgmobilewelding.com,https://jgmobilewelding.com/,good,Lakeside,CA,https://jgmobilewelding.com/,true,true,true,3,2026-05-26,https://jg-mobile-welding.netlify.app,2026-05-27T10:58:17.346506,sent,scraped,initial,AWS D1.1 certified,,emailed
ml01,Marathon Welding LLC,,(661) 220-2295,travis@marathonweldingllc.com,https://www.marathonweldingllc.com/,good,Bakersfield,CA,https://www.marathonweldingllc.com/,true,true,true,3,2026-05-26,https://marathon-welding-llc.netlify.app,2026-05-27T11:01:39.357198,sent,scraped,initial,24/7 emergency,,emailed
ccp01,CCP Mobile Welding,,(626) 310-1094,km@ccpservices.us,http://www.mobileweldingwestcovina.com/,basic,West Covina,CA,http://www.mobileweldingwestcovina.com/,true,true,true,3,2026-05-26,https://ccp-mobile-welding.netlify.app,2026-05-27T11:03:46.411737,sent,scraped,initial,24/7 service,,emailed
sdm01,San Diego Mobile Welder,Vova,(858) 437-2339,vova@sandiegomobilewelder.com,https://sandiegomobilewelder.com/,good,San Diego,CA,https://sandiegomobilewelder.com/,true,true,true,3,2026-05-26,https://san-diego-mobile-welder.netlify.app,2026-05-27T11:07:46.968530,sent,scraped,initial,laser cutting shop,,emailed
aw01,All Welding Pros,,(909) 948-1535,allwelding73@gmail.com,https://www.allweldingrc.com/,good,Rancho Cucamonga,CA,https://www.allweldingrc.com/,true,true,true,3,2026-05-26,https://all-welding-pros.netlify.app,2026-05-28T10:56:20.135996,sent,scraped,initial,10+ years,,emailed
gw01,Gonzalez Welding Mobile,Carlos,,gwmcarlos@gonzalezwelding.com,https://www.gonzalezwelding.com/,basic,Bay Area,CA,https://www.gonzalezwelding.com/,true,false,true,3,2026-05-26,https://gonzalez-welding-mobile.netlify.app,2026-05-28T11:00:08.811572,sent,scraped,initial,29 years exp,needs phone,emailed
fw01,Ferguson Welding Service,Robert,(510) 487-5906,robert.ferguson@fergusonwelding.services,https://www.fergusonwelding.services/,good,Union City,CA,https://www.fergusonwelding.services/,true,true,true,3,2026-05-26,https://ferguson-welding-service.netlify.app,2026-05-28T11:03:15.238838,sent,scraped,initial,50 years exp,AWS/ASME,emailed
bw01,Brother's Welding Services,,(661) 432-7550,info@brothersweldingservices.com,https://brothersweldingservices.com/,good,Bakersfield,CA,https://brothersweldingservices.com/contact/,true,true,true,3,2026-05-26,https://brothers-welding-services.netlify.app,2026-05-28T11:06:33.288772,sent,scraped,initial,licensed & certified,,emailed
tnt01,TNTWFM Mobile Welding,Peter,(619) 402-0120,,https://tntwfm.com/,good,San Diego,CA,https://tntwfm.com/,false,true,true,1,2026-05-26,https://tntwfm-mobile-welding.netlify.app,2026-05-28T11:00:16.599159,,scraped,contacted,PHONE-ONLY,AWS certified,phone_sent
nw01,Noel Welding,,(818) 772-0930,,https://noelwelding.com/,basic,Chatsworth,CA,https://noelwelding.com/,false,true,true,1,2026-05-27,https://noel-welding.netlify.app,2026-05-28T11:00:16.599159,,scraped,contacted,PHONE-ONLY,,phone_sent
bw02,Bob's Welding Inc,,(714) 535-2511,,https://bobsweldinginc.com/,basic,Anaheim,CA,https://bobsweldinginc.com/,false,true,true,1,2026-05-27,https://bobs-welding-inc.netlify.app,2026-05-28T11:00:16.599159,,scraped,contacted,PHONE-ONLY,,phone_sent
mgb01,Mig Brothers,,(916) 909-3030,contact@migbrothers.com,https://www.migbrothers.com/,good,Sacramento,CA,https://www.migbrothers.com/,True,True,True,3,2026-05-27,https://mig-brothers.netlify.app,2026-05-28T11:10:22.270000,sent,scraped,initial,,Firecrawl batch 2026-05-27,emailed
cp01,Cano Processing,,(209) 213-8428,canoprocessing@gmail.com,https://www.canoprocessing.com/,good,Stockton,CA,https://www.canoprocessing.com/,True,True,True,3,2026-05-27,https://cano-processing.netlify.app,2026-05-28T11:13:02.768957,sent,scraped,initial,,Firecrawl batch 2026-05-27,emailed
jmc01,JMC Welding,,(714) 854-4887,jfrias@jmcwelding.com,https://jmcwelding.com/,good,Santa Ana,CA,https://jmcwelding.com/,True,True,True,3,2026-05-27,https://jmc-welding.netlify.app,2026-05-28T11:15:04.647439,sent,scraped,initial,,Firecrawl batch 2026-05-27,emailed
rje01,RJE Mobile Welding,,(619) 906-0281,rjemobilewelding@yahoo.com,https://www.facebook.com/RJE.Service/,good,Victorville,CA,https://www.facebook.com/RJE.Service/,True,True,True,3,2026-05-27,https://rje-mobile-welding.netlify.app,2026-05-28T11:18:33.838138,sent,scraped,initial,,Firecrawl batch 2026-05-27,emailed
smy01,Samy Mobile Welding LLC,,(559) 800-5949,samymobilewelding@gmail.com,https://samymobileweldingllc.com/,good,Fresno,CA,https://samymobileweldingllc.com/,True,True,True,3,2026-05-27,https://samy-mobile-welding-llc.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,screenshotted
amw01,American Welding,,(707) 569-4357,americanwelding707@gmail.com,https://americanwelding.org/,good,Santa Rosa,CA,https://americanwelding.org/,True,True,True,3,2026-05-27,https://american-welding.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,screenshotted
mpw01,Marcus Payne's Welding,,(951) 488-7142,mpaynesweldingweb@gmail.com,http://www.marcuspayneswelding.com/,good,Moreno Valley,CA,http://www.marcuspayneswelding.com/,True,True,True,3,2026-05-27,https://marcus-paynes-welding.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,screenshotted
cosw01,California On-Site Welding,,(909) 208-2179,californiaonsitewelding@hotmail.com,https://www.californiaonsitewelding.com/,good,Riverside,CA,https://www.californiaonsitewelding.com/,True,True,True,3,2026-05-27,https://california-on-site-welding.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,screenshotted
mws01,Marlin Welding Services Inc,,(213) 984-3148,info@marlinweldingservicesinc.com,https://www.marlinweldingservicesinc.com/,good,Los Angeles,CA,https://www.marlinweldingservicesinc.com/,True,True,True,3,2026-05-27,https://marlin-welding-services-inc.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,screenshotted
hbf01,HB Fab Co,,(714) 717-5461,hbfabco1@gmail.com,https://www.hbfabco.com/,good,Huntington Beach,CA,https://www.hbfabco.com/,True,True,True,3,2026-05-27,https://hb-fab-co.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,screenshotted
kmbj01,KMBJ Structural Steel,,(323) 637-8916,kmbjiws@yahoo.com,https://kmbjironworks.com/,good,Los Angeles,CA,https://kmbjironworks.com/,True,True,True,3,2026-05-27,https://kmbj-structural-steel.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,screenshotted
msf01,Mission Steel Fabrication,,(909) 389-0088,info@missionsteel.com,https://missionsteelfabrication.com/,good,Montclair,CA,https://missionsteelfabrication.com/,True,True,True,3,2026-05-27,https://mission-steel-fabrication.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,screenshotted
idf01,Iron Dog Fabrication,,(707) 579-7831,info@irondogfab.com,https://www.irondogfab.com/,good,Santa Rosa,CA,https://www.irondogfab.com/,True,True,True,3,2026-05-27,https://iron-dog-fabrication.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,screenshotted
rww01,Ron West Welding & Fabrication,,(510) 325-4710,ronwest.welding@gmail.com,https://www.facebook.com/RonWestWelding/,good,Oakland,CA,https://www.facebook.com/RonWestWelding/,True,True,True,3,2026-05-27,https://ron-west-welding-fabricat.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,screenshotted
pw01,Precision Welding,,(818) 934-5021,precisionwelding777@gmail.com,https://www.yelp.com/biz/precision-welding-los-angeles-12,good,Los Angeles,CA,https://www.yelp.com/biz/precision-welding-los-angeles-12,True,True,True,3,2026-05-27,https://precision-welding.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,screenshotted
ace01,Ace Welding and Fabrication,,(760) 722-2588,steve@aceweldingoceanside.com,https://www.yelp.com/biz/ace-welding-and-fabrication-oceanside,good,Oceanside,CA,https://www.yelp.com/biz/ace-welding-and-fabrication-oceanside,True,True,True,3,2026-05-27,https://ace-welding-and-fabrication.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,screenshotted
rms01,Rivera's Mobile Welding Services,,(949) 903-6797,,https://riverasmobilewelding.com/,good,Costa Mesa,CA,https://riverasmobilewelding.com/,False,True,True,3,2026-05-27,https://riveras-mobile-welding-service.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,phone_only
lgs01,Leo G And Sons Welding,,(831) 262-7787,,https://leogandsonswelding.com/,good,Salinas,CA,https://leogandsonswelding.com/,False,True,True,3,2026-05-27,https://leo-g-and-sons-welding.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,phone_only
ews01,Eagle Welding Services Inc,,(916) 600-8993,,https://www.eagleweld.com/,good,Sacramento,CA,https://www.eagleweld.com/,False,True,True,3,2026-05-27,https://eagle-welding-services-inc.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,phone_only
ats01,ATS Welding & Fabrication,,(916) 621-5883,,https://www.atsweldingfabrication.com/,good,Sacramento,CA,https://www.atsweldingfabrication.com/,False,True,True,3,2026-05-27,https://ats-welding-fabrication.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,phone_only
awmf01,Allweld Metal Fabrication Inc,,(707) 815-5280,,https://allweldmf.com/,good,Napa,CA,https://allweldmf.com/,False,True,True,3,2026-05-27,https://awmf-napa-welding.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,phone_only
rmw01,Roland's Mobile Welding,,(909) 762-6342,,https://aluminumweldingorangecounty.com/,good,Ontario,CA,https://aluminumweldingorangecounty.com/,False,True,True,3,2026-05-27,https://rolands-mobile-welding.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,phone_only
fw01b,Fabworx Inc,,(707) 579-7000,,https://fabworxinc.com/,good,Santa Rosa,CA,https://fabworxinc.com/,False,True,True,3,2026-05-27,https://fabworx-inc.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,phone_only
ngw01,New Generation Welding,,(530) 806-8659,,https://www.thebluebook.com/iProView/964221/c-j-industries/subcontractors/,good,Marysville,CA,https://www.thebluebook.com/iProView/964221/c-j-industries/subcontractors/,False,True,True,3,2026-05-27,https://new-generation-welding.netlify.app,,,scraped,,,Firecrawl batch 2026-05-27,phone_only
ca005,Rand Welding & Fabrication,,(559) 233-0316,,http://www.randmachineworks.com/,unknown,Fresno CA,CA,http://www.randmachineworks.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca012,Ghazarian Welding & Fabrication,,(559) 233-1210,,http://www.ghazarianwelding.com/,unknown,Fresno CA,CA,http://www.ghazarianwelding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca034,Mr. B's Welding and Fabrication,,(916) 275-7272,,http://www.mrbsweldingandfabrication.com/,unknown,Sacramento CA,CA,http://www.mrbsweldingandfabrication.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca070,Iron Welding International,,(619) 623-8459,,http://ironlioninternational.com/,unknown,San Diego CA,CA,http://ironlioninternational.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca103,Almaden Welding & Ornamental Wrought Iron,,(408) 294-4243,,http://www.weldingsanjose.com/,unknown,San Jose CA,CA,http://www.weldingsanjose.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca004,Modern Welding of California,,(559) 275-9353,modern10@modweldco.com,http://www.modweldco.com/,unknown,Fresno CA,CA,http://www.modweldco.com/,true,true,true,2,2026-05-28,https://modern-welding-of-california.netlify.app,,,scraped,,,YP batch 2026-05-28 | audio,screenshotted
ca010,Mayfield Welding Inc,,(559) 237-2031,,http://www.mayfieldweldinginc.com/,unknown,Fresno CA,CA,http://www.mayfieldweldinginc.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca037,Taurus Welding Inc,,(916) 812-2855,,https://tauruswelding.com/,unknown,Sacramento CA,CA,https://tauruswelding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca043,Hollywood Welding Works,,(323) 465-3137,,http://www.hollywoodwelding.com/,unknown,Los Angeles CA,CA,http://www.hollywoodwelding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca044,Aero Space Welding Inc,,(310) 914-0324,,http://aerospace-welding.com/,unknown,Los Angeles CA,CA,http://aerospace-welding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca046,Martin Welding Works,,(213) 453-1253,,https://www.martinweldingworksllc.net/,unknown,Los Angeles CA,CA,https://www.martinweldingworksllc.net/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca056,Artistic Welding Workshop,,(323) 778-4581,,http://artisticweldingworkshop.com/,unknown,Los Angeles CA,CA,http://artisticweldingworkshop.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca071,Jerry's Welding & Machine Inc,,(858) 565-4800,,https://jerryswelding.com/,unknown,San Diego CA,CA,https://jerryswelding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca074,Ken Miller Welding,,(619) 807-6743,,http://kenmillerwelding.com/,unknown,San Diego CA,CA,http://kenmillerwelding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca076,All Around Mobile Welding & Fabrication,,(619) 987-3511,,,unknown,San Diego CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca082,Westech Metal Fabrication Inc,,(619) 702-9353,,http://westechmetalfab.com/,unknown,San Diego CA,CA,http://westechmetalfab.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca085,B Metal Fabrication,,(650) 273-0346,,https://www.bmetalfabrication.com/,unknown,San Jose CA,CA,https://www.bmetalfabrication.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca087,S & S Welding,,(408) 293-4135,,http://ssweld.com/,unknown,San Jose CA,CA,http://ssweld.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca092,Precision Weld Tech,,(408) 437-9031,,http://www.precisionweldtech.com/,unknown,San Jose CA,CA,http://www.precisionweldtech.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca098,J&J Welding S.R.,,(669) 296-4618,,https://welderca.com/,unknown,San Jose CA,CA,https://welderca.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca102,Ffr Fabrication & Repair,,(408) 295-5674,,http://www.ffrfabrication.com/,unknown,San Jose CA,CA,http://www.ffrfabrication.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca104,Robeck's Welding & Fab Inc,,(408) 287-0202,,http://robeckswelding.com/,unknown,San Jose CA,CA,http://robeckswelding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca105,Silicon Valley Ironworks,,(408) 227-4766,,http://www.siliconvalleyiron.com/,unknown,San Jose CA,CA,http://www.siliconvalleyiron.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca116,Carlos Welding Inc,,(510) 463-7371,,http://carlosweldinginc.com/,unknown,Oakland CA,CA,http://carlosweldinginc.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca117,Williams Welding Co.,,(510) 521-5514,,http://www.williamswelding.net/,unknown,Alameda CA,CA,http://www.williamswelding.net/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca118,International Ornamental Iron Works,,(415) 822-3518,,http://www.internationalornamentaliron.com/,unknown,San Francisco CA,CA,http://www.internationalornamentaliron.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca119,Olympic Iron Works,,(415) 358-8601,,http://www.olympicironworkssf.com/,unknown,San Francisco CA,CA,http://www.olympicironworkssf.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca122,G K Welding,,(510) 233-0133,,http://www.gkwelding.com/,unknown,Richmond CA,CA,http://www.gkwelding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca126,West Cork Welding Inc,,(415) 671-0994,,http://westcorkwelding.com/,unknown,San Francisco CA,CA,http://westcorkwelding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca135,Mariott Welding & General Engineering,,(661) 564-2266,,https://www.mariottwelding.com/,unknown,Bakersfield CA,CA,https://www.mariottwelding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca140,Precision Welding Solutions Inc,,(661) 852-8464,,http://www.precisionweldingsolutions.com/,unknown,Bakersfield CA,CA,http://www.precisionweldingsolutions.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca006,Barnes Welding,,(559) 432-9353,,http://ramweldingsupply.com/,unknown,Fresno CA,CA,http://ramweldingsupply.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca009,Advanced Welding & Fabrication,,(559) 840-2949,,,unknown,Fresno CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca014,Mike's Welding & Fabrication,,(559) 960-2570,,,unknown,Fresno CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca018,Diamond Welding,,(559) 268-9999,,https://www.diamondweldindustries.com/,unknown,Fresno CA,CA,https://www.diamondweldindustries.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca020,Vulcan Welding & Fabrication,,(559) 981-5431,,,unknown,Fresno CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca024,Sal's Welding & Fabrication,,(559) 275-1726,,,unknown,Fresno CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca027,A1 Fabrication & Welding,,(916) 349-8700,,,unknown,Sacramento CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca050,Luis Steel Welding,,(213) 536-5990,,,unknown,Los Angeles CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca051,Quality Steel Welding,,(323) 223-7545,,,unknown,Los Angeles CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca079,Chuck's Custom Welding & Fabrication,,(619) 459-6494,,,unknown,San Diego CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca081,George's Welding,,(858) 395-1877,,http://www.georgeswelding.com/,unknown,San Diego CA,CA,http://www.georgeswelding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca088,Brian's Welding,,(408) 275-9834,,http://brianswelding.com/,unknown,San Jose CA,CA,http://brianswelding.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca089,Welder's Heaven,,(408) 288-6706,,http://www.weldersheavensj.com/,unknown,San Jose CA,CA,http://www.weldersheavensj.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca107,Weld-It,,(341) 218-1528,,http://www.welditco.com/,unknown,Oakland CA,CA,http://www.welditco.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca110,Brothers Welding,,(510) 479-7061,,http://brotherweldinginc.com/,unknown,Oakland CA,CA,http://brotherweldinginc.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca112,Diaz Welding,,(510) 316-8434,,https://www.diazweldingco.com/,unknown,Oakland CA,CA,https://www.diazweldingco.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca124,Tom's Welding & Fabrication,,(415) 822-7971,,,unknown,San Francisco CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca134,Ross Fabrication And Welding Inc,,(661) 393-1242,,,unknown,Bakersfield CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca001,Mad Man Mobile Welder and Mechanic,,(559) 285-6014,,,unknown,Fresno CA,CA,http://madmanmobilewelderandmechanic.localsearch.com/,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca002,Verduzco Ag Mobile Welding,,(559) 400-4586,,,unknown,Fresno CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca003,G&B Mobile Welding Inc,,(559) 255-7907,,,unknown,Fresno CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca035,Top Pick Mobile Welding,,(209) 304-6271,,,unknown,Sacramento CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca038,Jay's Mobile Welding & Fabricating,,(916) 203-8082,,,unknown,Sacramento CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca039,Aaron's Mobile Welding,,(916) 717-1059,,,unknown,Sacramento CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca041,Halm Metal Fab,,(916) 992-6131,,http://halmmetalfab.com/,unknown,Sacramento CA,CA,http://halmmetalfab.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca049,La City Certified Mobile Welding,,(213) 822-4509,,,unknown,Los Angeles CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca067,Jeff's Stainless Solutions,,(858) 566-0208,,http://jeffsstainless.com/,unknown,San Diego CA,CA,http://jeffsstainless.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca072,Ski's Mobile Welding,,(619) 283-7744,,,unknown,San Diego CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca084,Metal Master Inc,,(858) 292-8880,,http://www.metalmasterinc.com/,unknown,San Diego CA,CA,http://www.metalmasterinc.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca086,All Fab Precision Sheetmetal Inc,,(408) 610-4083,,https://www.allfabprecision.com/,unknown,San Jose CA,CA,https://www.allfabprecision.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca106,Bayfab Metals Inc,,(341) 208-1594,,https://bayfabmetals.com/,unknown,Oakland CA,CA,https://bayfabmetals.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca123,Applied Fusion Inc,,(510) 351-4511,,https://appliedfusionllc.com/,unknown,San Leandro CA,CA,https://appliedfusionllc.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca137,DMW Industries Inc,,(661) 829-1520,,http://dmwindustriesinc.com/,unknown,Bakersfield CA,CA,http://dmwindustriesinc.com/,false,true,true,2,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca007,Unique Universal Welding,,(559) 369-6938,,,unknown,Fresno CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca008,Morelos & Welding,,(559) 237-2772,,,unknown,Fresno CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca011,Performance Welding & Machine Inc,,(559) 233-0042,,,unknown,Fresno CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca016,Wildwest Welding-Fab Consulting,,(559) 312-3811,,,unknown,Fresno CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca017,AAA Welding Shop & Portable,,(559) 237-5181,,,unknown,Fresno CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca019,Process Welding Fab & Engineering,,(559) 579-7497,,,unknown,Fresno CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca021,Young B's Welding,,(559) 288-5826,,,unknown,Fresno CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
